time;value
2016-11-27T06:23:47.000Z;89363803
2016-11-27T06:28:47.000Z;89198467
2016-11-27T06:33:47.000Z;89583506
2016-11-27T06:38:53.000Z;89408313
2016-11-27T06:43:46.000Z;88437253
2016-11-27T06:48:46.000Z;88806789
2016-11-27T06:53:46.000Z;87880176
2016-11-27T06:59:13.000Z;87773784
2016-11-27T07:03:46.000Z;90634643
2016-11-27T07:08:46.000Z;89985588
2016-11-27T07:13:45.000Z;88796415
2016-11-27T07:18:47.000Z;88775837
2016-11-27T07:23:45.000Z;89433519
2016-11-27T07:28:47.000Z;88836613
2016-11-27T07:33:46.000Z;90043636
2016-11-27T07:38:50.000Z;89768016
2016-11-27T07:43:45.000Z;89024238
2016-11-27T07:48:46.000Z;90009023
2016-11-27T07:53:47.000Z;89798324
2016-11-27T07:58:47.000Z;90014298
2016-11-27T08:03:47.000Z;93532177
2016-11-27T08:08:45.000Z;93700702
2016-11-27T08:14:05.000Z;93462744
2016-11-27T08:18:53.000Z;93814500
2016-11-27T08:23:46.000Z;95869167
2016-11-27T08:28:45.000Z;93815945
2016-11-27T08:33:46.000Z;94257100
2016-11-27T08:38:46.000Z;94603697
2016-11-27T08:43:46.000Z;94647077
2016-11-27T08:48:46.000Z;94454326
2016-11-27T08:53:45.000Z;95122194
2016-11-27T08:58:47.000Z;94469735
2016-11-27T09:03:47.000Z;98774390
2016-11-27T09:08:46.000Z;96842717
2016-11-27T09:13:46.000Z;96398422
2016-11-27T09:18:47.000Z;95945254
2016-11-27T09:23:46.000Z;96085773
2016-11-27T09:28:49.000Z;96024097
2016-11-27T09:33:48.000Z;97029450
2016-11-27T09:38:46.000Z;96580059
2016-11-27T09:43:47.000Z;96488181
2016-11-27T09:48:49.000Z;97292126
2016-11-27T09:53:46.000Z;96598382
2016-11-27T09:58:49.000Z;96718687
2016-11-27T10:04:01.000Z;99445350
2016-11-27T10:08:46.000Z;98736762
2016-11-27T10:13:46.000Z;98331810
2016-11-27T10:19:10.000Z;97473948
2016-11-27T10:24:06.000Z;98593188
2016-11-27T10:28:46.000Z;98455241
2016-11-27T10:34:05.000Z;98856594
2016-11-27T10:38:56.000Z;98744325
2016-11-27T10:43:48.000Z;98827554
2016-11-27T10:48:46.000Z;99973557
2016-11-27T10:53:49.000Z;100290933
2016-11-27T10:59:08.000Z;99754863
2016-11-27T11:03:47.000Z;104997879
2016-11-27T11:08:48.000Z;103784609
2016-11-27T11:13:47.000Z;102236666
2016-11-27T11:19:26.000Z;103348637
2016-11-27T11:23:47.000Z;103905357
2016-11-27T11:28:48.000Z;103959325
2016-11-27T11:33:47.000Z;103691382
2016-11-27T11:38:54.000Z;105285760
2016-11-27T11:43:47.000Z;104718237
2016-11-27T11:48:47.000Z;107099733
2016-11-27T11:53:49.000Z;106893494
2016-11-27T11:58:54.000Z;107605059
2016-11-27T12:03:49.000Z;111396889
2016-11-27T12:08:51.000Z;110462196
2016-11-27T12:13:48.000Z;111344005
2016-11-27T12:19:10.000Z;112760511
2016-11-27T12:23:49.000Z;114273870
2016-11-27T12:33:51.000Z;116396375
2016-11-27T12:38:58.000Z;116171857
2016-11-27T12:43:49.000Z;117668067
2016-11-27T12:48:50.000Z;119808420
2016-11-27T12:53:51.000Z;119795426
2016-11-27T12:58:56.000Z;120547747
2016-11-27T13:04:16.000Z;125557256
2016-11-27T13:08:52.000Z;123971195
2016-11-27T13:13:50.000Z;124687282
2016-11-27T13:18:52.000Z;125201864
2016-11-27T13:23:56.000Z;125678174
2016-11-27T13:29:20.000Z;126700003
2016-11-27T13:33:58.000Z;127652207
2016-11-27T13:39:25.000Z;128659604
2016-11-27T13:43:51.000Z;129541880
2016-11-27T13:48:50.000Z;129754437
2016-11-27T13:53:51.000Z;130536929
2016-11-27T13:59:04.000Z;131327018
2016-11-27T14:04:04.000Z;135205441
2016-11-27T14:08:59.000Z;134123073
2016-11-27T14:13:59.000Z;133936572
2016-11-27T14:19:05.000Z;135128211
2016-11-27T14:24:03.000Z;136365749
2016-11-27T14:29:17.000Z;134999434
2016-11-27T14:33:59.000Z;136701956
2016-11-27T14:39:05.000Z;136422291
2016-11-27T14:43:52.000Z;134376799
2016-11-27T14:48:51.000Z;137318213
2016-11-27T14:54:01.000Z;136475890
2016-11-27T14:59:06.000Z;136797673
2016-11-27T15:04:02.000Z;141146999
2016-11-27T15:09:28.000Z;141136634
2016-11-27T15:14:13.000Z;139483416
2016-11-27T15:18:58.000Z;140087398
2016-11-27T15:23:51.000Z;139775892
2016-11-27T15:33:51.000Z;140446322
2016-11-27T15:39:05.000Z;139762654
2016-11-27T15:44:19.000Z;139576111
2016-11-27T15:49:03.000Z;140752791
2016-11-27T15:54:56.000Z;139535888
2016-11-27T15:59:00.000Z;139016506
2016-11-27T16:08:59.000Z;141682254
2016-11-27T16:14:23.000Z;141382830
2016-11-27T16:19:43.000Z;140985866
2016-11-27T16:24:35.000Z;140090638
2016-11-27T16:28:57.000Z;139166315
2016-11-27T16:34:30.000Z;139408962
2016-11-27T16:39:04.000Z;139925306
2016-11-27T16:45:08.000Z;139151776
2016-11-27T16:49:03.000Z;139182108
2016-11-27T16:54:22.000Z;138945780
2016-11-27T16:59:08.000Z;139193013
2016-11-27T17:03:58.000Z;141719304
2016-11-27T17:08:53.000Z;140143415
2016-11-27T17:13:59.000Z;139845595
2016-11-27T17:19:01.000Z;139073765
2016-11-27T17:29:14.000Z;138732205
2016-11-27T17:33:58.000Z;139226098
2016-11-27T17:44:20.000Z;139045594
2016-11-27T17:49:10.000Z;138866924
2016-11-27T17:54:25.000Z;139026897
2016-11-27T17:59:16.000Z;138335554
2016-11-27T18:03:58.000Z;140575501
2016-11-27T18:08:53.000Z;139852706
2016-11-27T18:13:58.000Z;138970561
2016-11-27T18:19:06.000Z;138761152
2016-11-27T18:24:02.000Z;139936117
2016-11-27T18:28:52.000Z;140288364
2016-11-27T18:33:58.000Z;139041809
2016-11-27T18:39:01.000Z;139320824
2016-11-27T18:44:48.000Z;138678424
2016-11-27T18:48:52.000Z;139200848
2016-11-27T18:54:00.000Z;140199946
2016-11-27T18:59:04.000Z;138328351
2016-11-27T19:04:00.000Z;140471244
2016-11-27T19:09:16.000Z;139220610
2016-11-27T19:13:59.000Z;138459580
2016-11-27T19:19:03.000Z;139277857
2016-11-27T19:24:20.000Z;138904940
2016-11-27T19:28:52.000Z;137684871
2016-11-27T19:33:59.000Z;138351247
2016-11-27T19:39:01.000Z;138007158
2016-11-27T19:49:01.000Z;139302577
2016-11-27T19:54:00.000Z;139327036
2016-11-27T19:59:01.000Z;138319231
2016-11-27T20:03:58.000Z;142058329
2016-11-27T20:08:52.000Z;140687168
2016-11-27T20:14:38.000Z;140589041
2016-11-27T20:24:03.000Z;139495669
2016-11-27T20:28:51.000Z;138129552
2016-11-27T20:34:21.000Z;140044835
2016-11-27T20:43:53.000Z;137254529
2016-11-27T20:49:36.000Z;137384981
2016-11-27T20:53:59.000Z;136775215
2016-11-27T20:59:38.000Z;136673692
2016-11-27T21:04:02.000Z;139857963
2016-11-27T21:08:51.000Z;137319571
2016-11-27T21:14:01.000Z;137520646
2016-11-27T21:18:59.000Z;137403738
2016-11-27T21:24:01.000Z;135355863
2016-11-27T21:28:53.000Z;135392916
2016-11-27T21:34:22.000Z;134371140
2016-11-27T21:39:28.000Z;135144025
2016-11-27T21:48:52.000Z;134999235
2016-11-27T21:53:59.000Z;133897040
2016-11-27T21:58:58.000Z;132780627
2016-11-27T22:03:58.000Z;133938006
2016-11-27T22:08:54.000Z;133633786
2016-11-27T22:13:51.000Z;132371959
2016-11-27T22:19:04.000Z;131750175
2016-11-27T22:24:03.000Z;129740649
2016-11-27T22:28:52.000Z;129986218
2016-11-27T22:33:58.000Z;130702793
